level_0,index,doi,sc_title,sc_issn,sc_pub_name,sc_vol,sc_issue,sc_page_range,sc_abstract_api_endpoint,sc_human_url,sc_pub_date,sc_open_access_status,sc_query_used,sc_author_id,sc_author_given_name,sc_author_last_name,sc_author_affil_id,sc_author_affil_indexed,sc_grant_text,sc_funding_text,sc_funding_agency,sc_author_indexed_name,sc_abstract_text
397,397,10.1086/692808,Unobserved preference heterogeneity in demand using generalized random coefficients,00223808,Journal of Political Economy,125,4,1100-1148,https://api.elsevier.com/content/abstract/scopus_id/85025159629,https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85025159629&origin=inward,2017-01-01,False,https://api.elsevier.com/content/search/scopus?cursor=AoJR%2FoJNMjItczIuMC04NTA2NDEzMTMxNg%3D%3D&count=200&query=ISSN%2800223808%29&date=1990-2021,6603409600,Krishna,Pendakur,60018491,SCOPUS FAILURE,SCOPUS FAILURE,SCOPUS FAILURE,SCOPUS FAILURE,Pendakur K.,"© 2017 by The University of Chicago. All rights reserved.We prove a new identification theorem showing nonparametric identification of the joint distribution of random coefficients in general nonlinear and additive models. This differs from existing random coefficients models by not imposing a linear index structure for the regressors. We then model unobserved preference heterogeneity in consumer demand as utility functions with random Barten scales. These Barten scales appear as random coefficients in nonlinear demand equations. Using Canadian data, we compare estimated energy demand functions with and without random Barten scales. We find that unobserved preference heterogeneity substantially affects the estimated consumer surplus costs of an energy tax."
398,398,10.1086/692713,Pathways to education: An integrated approach to helping at-risk high school students,00223808,Journal of Political Economy,125,4,947-984,https://api.elsevier.com/content/abstract/scopus_id/85025156710,https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85025156710&origin=inward,2017-01-01,False,https://api.elsevier.com/content/search/scopus?cursor=AoJR%2FoJNMjItczIuMC04NTA2NDEzMTMxNg%3D%3D&count=200&query=ISSN%2800223808%29&date=1990-2021,57203419683,Philip,Oreopoulos,60016849+60082875,SCOPUS FAILURE,SCOPUS FAILURE,SCOPUS FAILURE,SCOPUS FAILURE,Oreopoulos P.,"© 2017 by The University of Chicago. All rights reserved.Pathways to Education is a comprehensive support program developed to improve academic outcomes of high school students from very poor social-economic backgrounds. The program includes proactive mentoring, daily tutoring, and group activities, combined with intermediate and long-term incentives to reinforce a minimum degree of mandatory participation; it began in 2001 for entering grade 9 students living in Regent Park, the largest public housing project in Toronto. It expanded in 2007 to include two additional Toronto projects. Comparing students from other housing projects before and after the introduction of the program, high school graduation and postsecond-ary enrollment rates rose dramatically for Pathways-eligible students, in some cases by more than 50 percent."
398,398,10.1086/692713,Pathways to education: An integrated approach to helping at-risk high school students,00223808,Journal of Political Economy,125,4,947-984,https://api.elsevier.com/content/abstract/scopus_id/85025156710,https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85025156710&origin=inward,2017-01-01,False,https://api.elsevier.com/content/search/scopus?cursor=AoJR%2FoJNMjItczIuMC04NTA2NDEzMTMxNg%3D%3D&count=200&query=ISSN%2800223808%29&date=1990-2021,56172106800,Robert S.,Brown,100322978,SCOPUS FAILURE,SCOPUS FAILURE,SCOPUS FAILURE,SCOPUS FAILURE,Brown R.S.,"© 2017 by The University of Chicago. All rights reserved.Pathways to Education is a comprehensive support program developed to improve academic outcomes of high school students from very poor social-economic backgrounds. The program includes proactive mentoring, daily tutoring, and group activities, combined with intermediate and long-term incentives to reinforce a minimum degree of mandatory participation; it began in 2001 for entering grade 9 students living in Regent Park, the largest public housing project in Toronto. It expanded in 2007 to include two additional Toronto projects. Comparing students from other housing projects before and after the introduction of the program, high school graduation and postsecond-ary enrollment rates rose dramatically for Pathways-eligible students, in some cases by more than 50 percent."
398,398,10.1086/692713,Pathways to education: An integrated approach to helping at-risk high school students,00223808,Journal of Political Economy,125,4,947-984,https://api.elsevier.com/content/abstract/scopus_id/85025156710,https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85025156710&origin=inward,2017-01-01,False,https://api.elsevier.com/content/search/scopus?cursor=AoJR%2FoJNMjItczIuMC04NTA2NDEzMTMxNg%3D%3D&count=200&query=ISSN%2800223808%29&date=1990-2021,57190183342,Adam M.,Lavecchia,60028897,SCOPUS FAILURE,SCOPUS FAILURE,SCOPUS FAILURE,SCOPUS FAILURE,Lavecchia A.M.,"© 2017 by The University of Chicago. All rights reserved.Pathways to Education is a comprehensive support program developed to improve academic outcomes of high school students from very poor social-economic backgrounds. The program includes proactive mentoring, daily tutoring, and group activities, combined with intermediate and long-term incentives to reinforce a minimum degree of mandatory participation; it began in 2001 for entering grade 9 students living in Regent Park, the largest public housing project in Toronto. It expanded in 2007 to include two additional Toronto projects. Comparing students from other housing projects before and after the introduction of the program, high school graduation and postsecond-ary enrollment rates rose dramatically for Pathways-eligible students, in some cases by more than 50 percent."
399,399,10.1086/692711,Partisan interactions: Evidence from a field experiment in the United States,00223808,Journal of Political Economy,125,4,1208-1243,https://api.elsevier.com/content/abstract/scopus_id/85025153031,https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85025153031&origin=inward,2017-01-01,False,https://api.elsevier.com/content/search/scopus?cursor=AoJR%2FoJNMjItczIuMC04NTA2NDEzMTMxNg%3D%3D&count=200&query=ISSN%2800223808%29&date=1990-2021,36997372700,Ricardo,Perez-Truglia,60027550+60020337+60021726,SCOPUS FAILURE,SCOPUS FAILURE,SCOPUS FAILURE,SCOPUS FAILURE,Perez-Truglia R.,"© 2017 by The University of Chicago. All rights reserved.We conducted a field experiment to study social influences on partisan political participation. We sent letters to 92,000 contributors during the 2012 presidential election campaign. We randomized features of the letters and measured the effects of these variations on the recip-ients’ subsequent contributions. We find that making an individual’s contributions more visible to her neighbors increases the contributions of supporters of the local majority party and decreases those of supporters of the minority party. Individuals contribute more when they perceive higher average contributions from own-party supporters in their area and contribute less if there is a higher share of own-party contributors."
399,399,10.1086/692711,Partisan interactions: Evidence from a field experiment in the United States,00223808,Journal of Political Economy,125,4,1208-1243,https://api.elsevier.com/content/abstract/scopus_id/85025153031,https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85025153031&origin=inward,2017-01-01,False,https://api.elsevier.com/content/search/scopus?cursor=AoJR%2FoJNMjItczIuMC04NTA2NDEzMTMxNg%3D%3D&count=200&query=ISSN%2800223808%29&date=1990-2021,16232292000,Guillermo,Cruces,60032057,SCOPUS FAILURE,SCOPUS FAILURE,SCOPUS FAILURE,SCOPUS FAILURE,Cruces G.,"© 2017 by The University of Chicago. All rights reserved.We conducted a field experiment to study social influences on partisan political participation. We sent letters to 92,000 contributors during the 2012 presidential election campaign. We randomized features of the letters and measured the effects of these variations on the recip-ients’ subsequent contributions. We find that making an individual’s contributions more visible to her neighbors increases the contributions of supporters of the local majority party and decreases those of supporters of the minority party. Individuals contribute more when they perceive higher average contributions from own-party supporters in their area and contribute less if there is a higher share of own-party contributors."
399,399,10.1086/692711,Partisan interactions: Evidence from a field experiment in the United States,00223808,Journal of Political Economy,125,4,1208-1243,https://api.elsevier.com/content/abstract/scopus_id/85025153031,https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85025153031&origin=inward,2017-01-01,False,https://api.elsevier.com/content/search/scopus?cursor=AoJR%2FoJNMjItczIuMC04NTA2NDEzMTMxNg%3D%3D&count=200&query=ISSN%2800223808%29&date=1990-2021,16232292000,Guillermo,Cruces,113363948,SCOPUS FAILURE,SCOPUS FAILURE,SCOPUS FAILURE,SCOPUS FAILURE,Cruces G.,"© 2017 by The University of Chicago. All rights reserved.We conducted a field experiment to study social influences on partisan political participation. We sent letters to 92,000 contributors during the 2012 presidential election campaign. We randomized features of the letters and measured the effects of these variations on the recip-ients’ subsequent contributions. We find that making an individual’s contributions more visible to her neighbors increases the contributions of supporters of the local majority party and decreases those of supporters of the minority party. Individuals contribute more when they perceive higher average contributions from own-party supporters in their area and contribute less if there is a higher share of own-party contributors."
400,400,10.1086/692712,Beyond LATE with a discrete instrument,00223808,Journal of Political Economy,125,4,985-1039,https://api.elsevier.com/content/abstract/scopus_id/85025128076,https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85025128076&origin=inward,2017-01-01,False,https://api.elsevier.com/content/search/scopus?cursor=AoJV1%2FhMMjItczIuMC04NTAyNTE1MzAzMQ%3D%3D&count=200&query=ISSN%2800223808%29&date=1990-2021,16051885100,Christian N.,Brinch,60007996,SCOPUS FAILURE,SCOPUS FAILURE,SCOPUS FAILURE,SCOPUS FAILURE,Brinch C.N.,"© 2017 by The University of Chicago. All rights reserved.We show how a discrete instrument can be used to identify the marginal treatment effects under a functional structure that allows for treatment heterogeneity among individuals with the same observed characteristics and self-selection based on the unobserved gain from treatment. Guided by this identification result, we perform a marginal treatment effect analysis of the interaction between the quantity and quality of children. Our estimates reveal that the family size effects vary in magnitude and even sign and that families act as if they possess some knowledge of the idiosyncratic effects in the fertility decision."
400,400,10.1086/692712,Beyond LATE with a discrete instrument,00223808,Journal of Political Economy,125,4,985-1039,https://api.elsevier.com/content/abstract/scopus_id/85025128076,https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85025128076&origin=inward,2017-01-01,False,https://api.elsevier.com/content/search/scopus?cursor=AoJV1%2FhMMjItczIuMC04NTAyNTE1MzAzMQ%3D%3D&count=200&query=ISSN%2800223808%29&date=1990-2021,15765617400,Magne,Mogstad,60029278,SCOPUS FAILURE,SCOPUS FAILURE,SCOPUS FAILURE,SCOPUS FAILURE,Mogstad M.,"© 2017 by The University of Chicago. All rights reserved.We show how a discrete instrument can be used to identify the marginal treatment effects under a functional structure that allows for treatment heterogeneity among individuals with the same observed characteristics and self-selection based on the unobserved gain from treatment. Guided by this identification result, we perform a marginal treatment effect analysis of the interaction between the quantity and quality of children. Our estimates reveal that the family size effects vary in magnitude and even sign and that families act as if they possess some knowledge of the idiosyncratic effects in the fertility decision."
400,400,10.1086/692712,Beyond LATE with a discrete instrument,00223808,Journal of Political Economy,125,4,985-1039,https://api.elsevier.com/content/abstract/scopus_id/85025128076,https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85025128076&origin=inward,2017-01-01,False,https://api.elsevier.com/content/search/scopus?cursor=AoJV1%2FhMMjItczIuMC04NTAyNTE1MzAzMQ%3D%3D&count=200&query=ISSN%2800223808%29&date=1990-2021,15765617400,Magne,Mogstad,60005094,SCOPUS FAILURE,SCOPUS FAILURE,SCOPUS FAILURE,SCOPUS FAILURE,Mogstad M.,"© 2017 by The University of Chicago. All rights reserved.We show how a discrete instrument can be used to identify the marginal treatment effects under a functional structure that allows for treatment heterogeneity among individuals with the same observed characteristics and self-selection based on the unobserved gain from treatment. Guided by this identification result, we perform a marginal treatment effect analysis of the interaction between the quantity and quality of children. Our estimates reveal that the family size effects vary in magnitude and even sign and that families act as if they possess some knowledge of the idiosyncratic effects in the fertility decision."
400,400,10.1086/692712,Beyond LATE with a discrete instrument,00223808,Journal of Political Economy,125,4,985-1039,https://api.elsevier.com/content/abstract/scopus_id/85025128076,https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85025128076&origin=inward,2017-01-01,False,https://api.elsevier.com/content/search/scopus?cursor=AoJV1%2FhMMjItczIuMC04NTAyNTE1MzAzMQ%3D%3D&count=200&query=ISSN%2800223808%29&date=1990-2021,15765617400,Magne,Mogstad,60020337,SCOPUS FAILURE,SCOPUS FAILURE,SCOPUS FAILURE,SCOPUS FAILURE,Mogstad M.,"© 2017 by The University of Chicago. All rights reserved.We show how a discrete instrument can be used to identify the marginal treatment effects under a functional structure that allows for treatment heterogeneity among individuals with the same observed characteristics and self-selection based on the unobserved gain from treatment. Guided by this identification result, we perform a marginal treatment effect analysis of the interaction between the quantity and quality of children. Our estimates reveal that the family size effects vary in magnitude and even sign and that families act as if they possess some knowledge of the idiosyncratic effects in the fertility decision."
400,400,10.1086/692712,Beyond LATE with a discrete instrument,00223808,Journal of Political Economy,125,4,985-1039,https://api.elsevier.com/content/abstract/scopus_id/85025128076,https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85025128076&origin=inward,2017-01-01,False,https://api.elsevier.com/content/search/scopus?cursor=AoJV1%2FhMMjItczIuMC04NTAyNTE1MzAzMQ%3D%3D&count=200&query=ISSN%2800223808%29&date=1990-2021,18635612700,Matthew,Wiswall,60003892+60020337+60032179,SCOPUS FAILURE,SCOPUS FAILURE,SCOPUS FAILURE,SCOPUS FAILURE,Wiswall M.,"© 2017 by The University of Chicago. All rights reserved.We show how a discrete instrument can be used to identify the marginal treatment effects under a functional structure that allows for treatment heterogeneity among individuals with the same observed characteristics and self-selection based on the unobserved gain from treatment. Guided by this identification result, we perform a marginal treatment effect analysis of the interaction between the quantity and quality of children. Our estimates reveal that the family size effects vary in magnitude and even sign and that families act as if they possess some knowledge of the idiosyncratic effects in the fertility decision."
401,401,10.1086/691703,"Avoiding the ask: A field experiment on altruism, empathy, and charitable giving",00223808,Journal of Political Economy,125,3,625-653,https://api.elsevier.com/content/abstract/scopus_id/85019959789,https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85019959789&origin=inward,2017-01-01,False,https://api.elsevier.com/content/search/scopus?cursor=AoJV1%2FhMMjItczIuMC04NTAyNTE1MzAzMQ%3D%3D&count=200&query=ISSN%2800223808%29&date=1990-2021,6701663060,James,Andreoni,60030612+60020337,SCOPUS FAILURE,SCOPUS FAILURE,SCOPUS FAILURE,SCOPUS FAILURE,Andreoni J.,"© 2017 by The University of Chicago. All rights reserved.If people enjoy giving, then why do they avoid fund-raisers? Partnering with the Salvation Army at Christmastime, we conducted a randomized field experiment placing bell ringers at one or both main entrances to a supermarket, making it easy or difficult to avoid the ask. Additionally, bell ringers either were silent or said “please give.” Making avoidance difficult increased both the rate of giving and donations. Paradoxically, the verbal ask dramatically increased giving but also led to dramatic avoidance. We argue that this illustrates sophisticated awareness of the empathy-altruism link: people avoid empathic stimulation to regulate their giving and guilt."
401,401,10.1086/691703,"Avoiding the ask: A field experiment on altruism, empathy, and charitable giving",00223808,Journal of Political Economy,125,3,625-653,https://api.elsevier.com/content/abstract/scopus_id/85019959789,https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85019959789&origin=inward,2017-01-01,False,https://api.elsevier.com/content/search/scopus?cursor=AoJV1%2FhMMjItczIuMC04NTAyNTE1MzAzMQ%3D%3D&count=200&query=ISSN%2800223808%29&date=1990-2021,56226676200,Justin M.,Rao,114018167,SCOPUS FAILURE,SCOPUS FAILURE,SCOPUS FAILURE,SCOPUS FAILURE,Rao J.,"© 2017 by The University of Chicago. All rights reserved.If people enjoy giving, then why do they avoid fund-raisers? Partnering with the Salvation Army at Christmastime, we conducted a randomized field experiment placing bell ringers at one or both main entrances to a supermarket, making it easy or difficult to avoid the ask. Additionally, bell ringers either were silent or said “please give.” Making avoidance difficult increased both the rate of giving and donations. Paradoxically, the verbal ask dramatically increased giving but also led to dramatic avoidance. We argue that this illustrates sophisticated awareness of the empathy-altruism link: people avoid empathic stimulation to regulate their giving and guilt."
401,401,10.1086/691703,"Avoiding the ask: A field experiment on altruism, empathy, and charitable giving",00223808,Journal of Political Economy,125,3,625-653,https://api.elsevier.com/content/abstract/scopus_id/85019959789,https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85019959789&origin=inward,2017-01-01,False,https://api.elsevier.com/content/search/scopus?cursor=AoJV1%2FhMMjItczIuMC04NTAyNTE1MzAzMQ%3D%3D&count=200&query=ISSN%2800223808%29&date=1990-2021,57194398966,Hannah,Trachtman,60005455,SCOPUS FAILURE,SCOPUS FAILURE,SCOPUS FAILURE,SCOPUS FAILURE,Trachtman H.,"© 2017 by The University of Chicago. All rights reserved.If people enjoy giving, then why do they avoid fund-raisers? Partnering with the Salvation Army at Christmastime, we conducted a randomized field experiment placing bell ringers at one or both main entrances to a supermarket, making it easy or difficult to avoid the ask. Additionally, bell ringers either were silent or said “please give.” Making avoidance difficult increased both the rate of giving and donations. Paradoxically, the verbal ask dramatically increased giving but also led to dramatic avoidance. We argue that this illustrates sophisticated awareness of the empathy-altruism link: people avoid empathic stimulation to regulate their giving and guilt."
402,402,10.1086/691450,Asset return dynamics under habits and bad environment–good environment fundamentals,00223808,Journal of Political Economy,125,3,713-760,https://api.elsevier.com/content/abstract/scopus_id/85019939091,https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85019939091&origin=inward,2017-01-01,False,https://api.elsevier.com/content/search/scopus?cursor=AoJV1%2FhMMjItczIuMC04NTAyNTE1MzAzMQ%3D%3D&count=200&query=ISSN%2800223808%29&date=1990-2021,7004114269,Geert,Bekaert,60020337+60030162,SCOPUS FAILURE,SCOPUS FAILURE,SCOPUS FAILURE,SCOPUS FAILURE,Bekaert G.,"© 2017 by The University of Chicago. All rights reserved.We introduce a “bad environment–good environment” (BEGE) technology for consumption growth in a consumption-based asset pricing model with external habit formation. The model generates realistic non-Gaussian features of consumption growth and fits standard salient features of asset prices including the means and volatilities of equity returns and a low risk-free rate. BEGE dynamics additionally allow the model to generate realistic properties of equity index options prices and their comovements with the macroeconomic outlook. In particular, when option-implied volatility is high—as measured, for instance, by the VIX index—the distribution of consumption growth is more negatively skewed."
402,402,10.1086/691450,Asset return dynamics under habits and bad environment–good environment fundamentals,00223808,Journal of Political Economy,125,3,713-760,https://api.elsevier.com/content/abstract/scopus_id/85019939091,https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85019939091&origin=inward,2017-01-01,False,https://api.elsevier.com/content/search/scopus?cursor=AoJV1%2FhMMjItczIuMC04NTAyNTE1MzAzMQ%3D%3D&count=200&query=ISSN%2800223808%29&date=1990-2021,35847421100,Eric,Engstrom,60023612,SCOPUS FAILURE,SCOPUS FAILURE,SCOPUS FAILURE,SCOPUS FAILURE,Engstrom E.,"© 2017 by The University of Chicago. All rights reserved.We introduce a “bad environment–good environment” (BEGE) technology for consumption growth in a consumption-based asset pricing model with external habit formation. The model generates realistic non-Gaussian features of consumption growth and fits standard salient features of asset prices including the means and volatilities of equity returns and a low risk-free rate. BEGE dynamics additionally allow the model to generate realistic properties of equity index options prices and their comovements with the macroeconomic outlook. In particular, when option-implied volatility is high—as measured, for instance, by the VIX index—the distribution of consumption growth is more negatively skewed."
403,403,10.1086/691524,"Estimating the innovator’s dilemma: Structural analysis of creative destruction in the hard disk drive industry, 1981–1998",00223808,Journal of Political Economy,125,3,798-847,https://api.elsevier.com/content/abstract/scopus_id/85019933158,https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85019933158&origin=inward,2017-01-01,False,https://api.elsevier.com/content/search/scopus?cursor=AoJV1%2FhMMjItczIuMC04NTAyNTE1MzAzMQ%3D%3D&count=200&query=ISSN%2800223808%29&date=1990-2021,36918474200,Mitsuru,Igami,60005455,SCOPUS FAILURE,SCOPUS FAILURE,SCOPUS FAILURE,SCOPUS FAILURE,Igami M.,"© 2017 by The University of Chicago. All rights reserved.This paper studies strategic industry dynamics of creative destruction in which firms and technologies experience turnover. Theories predict that cannibalization between existing and new products delays incumbents’ innovation, whereas preemptive motives accelerate it. Incumbents’ cost (dis)advantage relative to that of entrants would further reinforce these tendencies. To empirically assess these three forces, I estimate a dynamic oligopoly model using a unique panel data set of hard disk drive manufacturers. The results suggest that despite strong preemptive motives and a substantial cost advantage over entrants, cannibalization makes incumbents reluctant to innovate, which can explain at least 57 percent of the incumbent-entrant innovation gap."
404,404,10.1086/691465,Every breath you take—every dollar you’ll make: The long-term consequences of the clean air act of 1970,00223808,Journal of Political Economy,125,3,848-902,https://api.elsevier.com/content/abstract/scopus_id/85019912592,https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85019912592&origin=inward,2017-01-01,False,https://api.elsevier.com/content/search/scopus?cursor=AoJV1%2FhMMjItczIuMC04NTAyNTE1MzAzMQ%3D%3D&count=200&query=ISSN%2800223808%29&date=1990-2021,55629999500,Adam,Isen,60000942,SCOPUS FAILURE,SCOPUS FAILURE,SCOPUS FAILURE,SCOPUS FAILURE,Isen A.,© 2017 by The University of Chicago. All rights reserved.This paper examines the long-term impacts of early childhood exposure to air pollution on adult outcomes using US administrative data. We exploit changes in air pollution driven by the 1970 Clean Air Act to analyze the difference in outcomes between cohorts born in counties before and after large improvements in air pollution relative to those same cohorts born in counties that had no improvements. We find a significant relationship between pollution exposure in the year of birth and later-life outcomes. A higher pollution level in the year of birth is associated with lower labor force participation and lower earnings at age 30.
404,404,10.1086/691465,Every breath you take—every dollar you’ll make: The long-term consequences of the clean air act of 1970,00223808,Journal of Political Economy,125,3,848-902,https://api.elsevier.com/content/abstract/scopus_id/85019912592,https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85019912592&origin=inward,2017-01-01,False,https://api.elsevier.com/content/search/scopus?cursor=AoJV1%2FhMMjItczIuMC04NTAyNTE1MzAzMQ%3D%3D&count=200&query=ISSN%2800223808%29&date=1990-2021,55523428900,Maya,Rossin-Slater,60029241+60020337,SCOPUS FAILURE,SCOPUS FAILURE,SCOPUS FAILURE,SCOPUS FAILURE,Rossin-Slater M.,© 2017 by The University of Chicago. All rights reserved.This paper examines the long-term impacts of early childhood exposure to air pollution on adult outcomes using US administrative data. We exploit changes in air pollution driven by the 1970 Clean Air Act to analyze the difference in outcomes between cohorts born in counties before and after large improvements in air pollution relative to those same cohorts born in counties that had no improvements. We find a significant relationship between pollution exposure in the year of birth and later-life outcomes. A higher pollution level in the year of birth is associated with lower labor force participation and lower earnings at age 30.
404,404,10.1086/691465,Every breath you take—every dollar you’ll make: The long-term consequences of the clean air act of 1970,00223808,Journal of Political Economy,125,3,848-902,https://api.elsevier.com/content/abstract/scopus_id/85019912592,https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85019912592&origin=inward,2017-01-01,False,https://api.elsevier.com/content/search/scopus?cursor=AoJV1%2FhMMjItczIuMC04NTAyNTE1MzAzMQ%3D%3D&count=200&query=ISSN%2800223808%29&date=1990-2021,56743954500,W. Reed,Walker,60025038+60020337,SCOPUS FAILURE,SCOPUS FAILURE,SCOPUS FAILURE,SCOPUS FAILURE,Walker W.,© 2017 by The University of Chicago. All rights reserved.This paper examines the long-term impacts of early childhood exposure to air pollution on adult outcomes using US administrative data. We exploit changes in air pollution driven by the 1970 Clean Air Act to analyze the difference in outcomes between cohorts born in counties before and after large improvements in air pollution relative to those same cohorts born in counties that had no improvements. We find a significant relationship between pollution exposure in the year of birth and later-life outcomes. A higher pollution level in the year of birth is associated with lower labor force participation and lower earnings at age 30.
405,405,10.1086/691702,"Admitting students to selective education programs: Merit, profiling, and affirmative action",00223808,Journal of Political Economy,125,3,761-797,https://api.elsevier.com/content/abstract/scopus_id/85019902700,https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85019902700&origin=inward,2017-01-01,False,https://api.elsevier.com/content/search/scopus?cursor=AoJV1%2FhMMjItczIuMC04NTAyNTE1MzAzMQ%3D%3D&count=200&query=ISSN%2800223808%29&date=1990-2021,55737142900,Dario,Cestau,60108973,SCOPUS FAILURE,SCOPUS FAILURE,SCOPUS FAILURE,SCOPUS FAILURE,Cestau D.,"© 2017 by The University of Chicago. All rights reserved.Minority and disadvantaged students are typically underrepresented in selective programs that use merit-based admission. Urban school districts may set different referral and admission thresholds based on income and race (affirmative action), and they may exploit differences in achievement relative to ability across race and income groups (profiling). We develop and estimate a model that provides a unified treatment of affirmative action and profiling. We find profiling by race and income and affirmative action for low-income students. Counterfactual analysis reveals that these policies achieve more than 80 percent of African American enrollment that could be attained by race-based affirmative action."
405,405,10.1086/691702,"Admitting students to selective education programs: Merit, profiling, and affirmative action",00223808,Journal of Political Economy,125,3,761-797,https://api.elsevier.com/content/abstract/scopus_id/85019902700,https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85019902700&origin=inward,2017-01-01,False,https://api.elsevier.com/content/search/scopus?cursor=AoJV1%2FhMMjItczIuMC04NTAyNTE1MzAzMQ%3D%3D&count=200&query=ISSN%2800223808%29&date=1990-2021,6701460925,Dennis,Epple,60020337+60027950,SCOPUS FAILURE,SCOPUS FAILURE,SCOPUS FAILURE,SCOPUS FAILURE,Epple D.,"© 2017 by The University of Chicago. All rights reserved.Minority and disadvantaged students are typically underrepresented in selective programs that use merit-based admission. Urban school districts may set different referral and admission thresholds based on income and race (affirmative action), and they may exploit differences in achievement relative to ability across race and income groups (profiling). We develop and estimate a model that provides a unified treatment of affirmative action and profiling. We find profiling by race and income and affirmative action for low-income students. Counterfactual analysis reveals that these policies achieve more than 80 percent of African American enrollment that could be attained by race-based affirmative action."
405,405,10.1086/691702,"Admitting students to selective education programs: Merit, profiling, and affirmative action",00223808,Journal of Political Economy,125,3,761-797,https://api.elsevier.com/content/abstract/scopus_id/85019902700,https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85019902700&origin=inward,2017-01-01,False,https://api.elsevier.com/content/search/scopus?cursor=AoJV1%2FhMMjItczIuMC04NTAyNTE1MzAzMQ%3D%3D&count=200&query=ISSN%2800223808%29&date=1990-2021,6602150854,Holger,Sieg,60020337+60006297,SCOPUS FAILURE,SCOPUS FAILURE,SCOPUS FAILURE,SCOPUS FAILURE,Sieg H.,"© 2017 by The University of Chicago. All rights reserved.Minority and disadvantaged students are typically underrepresented in selective programs that use merit-based admission. Urban school districts may set different referral and admission thresholds based on income and race (affirmative action), and they may exploit differences in achievement relative to ability across race and income groups (profiling). We develop and estimate a model that provides a unified treatment of affirmative action and profiling. We find profiling by race and income and affirmative action for low-income students. Counterfactual analysis reveals that these policies achieve more than 80 percent of African American enrollment that could be attained by race-based affirmative action."
406,406,10.1086/691701,Policy intervention in debt renegotiation: Evidence from the home affordable modification program,00223808,Journal of Political Economy,125,3,654-712,https://api.elsevier.com/content/abstract/scopus_id/85019892554,https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85019892554&origin=inward,2017-01-01,False,https://api.elsevier.com/content/search/scopus?cursor=AoJV1%2FhMMjItczIuMC04NTAyNTE1MzAzMQ%3D%3D&count=200&query=ISSN%2800223808%29&date=1990-2021,55452891900,Sumit,Agarwal,60017161,SCOPUS FAILURE,SCOPUS FAILURE,SCOPUS FAILURE,SCOPUS FAILURE,Agarwal S.,"© 2017 by The University of Chicago. All rights reserved.We evaluate the effects of the 2009 Home Affordable Modification Program (HAMP) that provided intermediaries with sizable financial incentives to renegotiate mortgages. HAMP increased intensity of re- The paper does not necessarily reflect the views of the Federal Reserve Bank of Chicago, the Federal Reserve System, the Office of the Comptroller of the Currency, or the US Department of the Treasury. We thank Raphael Bostic, John Campbell, John Cochrane, negotiations and prevented a substantial number of foreclosures but reached just one-third of its targeted indebted households. This shortfall was in large part due to low renegotiation intensity of a few large intermediaries and was driven by intermediary-specific factors. Exploiting regional variation in the intensity of program implementation by intermediaries suggests that the program was associated with a lower rate of foreclosures, consumer debt delinquencies, house price declines, and an increase in durable spending."
